For Account:,#####6267,,,,,,,
,,,,,,,,
,,,,,,,,
TransactionDate,TransactionType,SecurityType,Symbol,Quantity,Amount,Price,Commission,Description
4/26/2024,Bought To Cover,OPTN,SPY May 03 '24 $510 Call,1,-425.51,4.25,0.51,SPY May 03 '24 $510 Call
4/26/2024,Sold Short,OPTN,SPY May 03 '24 $515 Call,-7,1389.38,1.99,3.6,SPY May 03 '24 $515 Call
4/26/2024,Sold Short,OPTN,SPY May 03 '24 $512 Call,-1,321.48,3.22,0.52,SPY May 03 '24 $512 Call
4/26/2024,Sold Short,OPTN,SPY May 03 '24 $510 Call,-7,2026.38,2.9,3.6,SPY May 03 '24 $510 Call
4/26/2024,Bought To Cover,OPTN,SPY May 03 '24 $508 Call,7,-2691.58,3.84,3.58,SPY May 03 '24 $508 Call
4/25/2024,Sold Short,OPTN,SPY May 03 '24 $508 Call,-7,1704.38,2.44,3.6,SPY May 03 '24 $508 Call
4/25/2024,Bought To Cover,OPTN,SPY May 03 '24 $512 Call,7,-920.58,1.31,3.58,SPY May 03 '24 $512 Call
4/23/2024,Bought To Cover,OPTN,SPY May 03 '24 $506 Call,7,-3524.58,5.03,3.58,SPY May 03 '24 $506 Call
4/23/2024,Sold Short,OPTN,SPY May 03 '24 $512 Call,-7,1704.38,2.44,3.6,SPY May 03 '24 $512 Call
4/22/2024,Transfer, , ,0,-4000,0,0,ACH WITHDRAWL  REFID:105707612906;
4/22/2024,Sold Short,OPTN,SPY May 03 '24 $506 Call,-7,1907.38,2.73,3.6,SPY May 03 '24 $506 Call
4/22/2024,Bought To Cover,OPTN,SPY Apr 26 '24 $502 Call,7,-1550.58,2.21,3.58,SPY Apr 26 '24 $502 Call
4/19/2024,Bought To Cover,OPTN,SPY Apr 26 '24 $508 Call,7,-710.58,1.01,3.58,SPY Apr 26 '24 $508 Call
4/19/2024,Sold Short,OPTN,SPY Apr 26 '24 $502 Call,-7,1928.38,2.76,3.6,SPY Apr 26 '24 $502 Call
4/17/2024,Bought To Cover,OPTN,SPY Apr 26 '24 $510 Call,7,-1270.58,1.81,3.58,SPY Apr 26 '24 $510 Call
4/17/2024,Sold Short,OPTN,SPY Apr 26 '24 $508 Call,-7,1683.38,2.41,3.6,SPY Apr 26 '24 $508 Call
4/16/2024,Bought To Cover,OPTN,SPY Apr 19 '24 $508 Call,5,-1222.56,2.44,2.56,SPY Apr 19 '24 $508 Call
4/16/2024,Bought To Cover,OPTN,SPY Apr 19 '24 $508 Call,1,-244.51,2.44,0.51,SPY Apr 19 '24 $508 Call
4/16/2024,Sold Short,OPTN,SPY Apr 26 '24 $510 Call,-5,1837.41,3.68,2.58,SPY Apr 26 '24 $510 Call
4/16/2024,Sold Short,OPTN,SPY Apr 26 '24 $510 Call,-1,367.48,3.68,0.52,SPY Apr 26 '24 $510 Call
4/16/2024,Bought To Cover,OPTN,SPY Apr 19 '24 $508 Call,1,-244.51,2.44,0.51,SPY Apr 19 '24 $508 Call
4/16/2024,Sold Short,OPTN,SPY Apr 26 '24 $510 Call,-1,367.48,3.68,0.52,SPY Apr 26 '24 $510 Call
4/15/2024,Bought To Cover,OPTN,SPY Apr 19 '24 $516 Call,7,-458.58,0.65,3.58,SPY Apr 19 '24 $516 Call
4/15/2024,Sold Short,OPTN,SPY Apr 19 '24 $508 Call,-7,2061.38,2.95,3.6,SPY Apr 19 '24 $508 Call
4/15/2024,Bought To Cover,OPTN,SPY Apr 19 '24 $520 Call,7,-738.58,1.05,3.58,SPY Apr 19 '24 $520 Call
4/15/2024,Sold Short,OPTN,SPY Apr 19 '24 $516 Call,-7,1711.38,2.45,3.6,SPY Apr 19 '24 $516 Call
4/15/2024,Bought To Cover,OPTN,SPY Apr 19 '24 $516 Call,2,-581.02,2.9,1.02,SPY Apr 19 '24 $516 Call
4/15/2024,Sold Short,OPTN,SPY Apr 19 '24 $520 Call,-4,501.93,1.26,2.06,SPY Apr 19 '24 $520 Call
4/15/2024,Sold Short,OPTN,SPY Apr 19 '24 $520 Call,-1,126.48,1.27,0.52,SPY Apr 19 '24 $520 Call
4/15/2024,Bought To Cover,OPTN,SPY Apr 19 '24 $516 Call,1,-290.51,2.9,0.51,SPY Apr 19 '24 $516 Call
4/15/2024,Sold Short,OPTN,SPY Apr 19 '24 $520 Call,-2,252.96,1.27,1.03,SPY Apr 19 '24 $520 Call
4/15/2024,Bought To Cover,OPTN,SPY Apr 19 '24 $516 Call,4,-1158.05,2.89,2.05,SPY Apr 19 '24 $516 Call
4/12/2024,Sold Short,OPTN,SPY Apr 19 '24 $516 Call,-7,1816.38,2.6,3.6,SPY Apr 19 '24 $516 Call
4/12/2024,Bought To Cover,OPTN,SPY Apr 19 '24 $522 Call,7,-626.58,0.89,3.58,SPY Apr 19 '24 $522 Call
4/11/2024,Sold Short,OPTN,SPY Apr 19 '24 $522 Call,-7,1571.38,2.25,3.6,SPY Apr 19 '24 $522 Call
4/11/2024,Bought To Cover,OPTN,SPY Apr 19 '24 $520 Call,7,-2201.58,3.14,3.58,SPY Apr 19 '24 $520 Call
4/10/2024,Sold Short,OPTN,SPY Apr 19 '24 $520 Call,-7,1746.38,2.5,3.6,SPY Apr 19 '24 $520 Call
4/10/2024,Bought To Cover,OPTN,SPY Apr 19 '24 $525 Call,7,-696.58,0.99,3.58,SPY Apr 19 '24 $525 Call
4/9/2024,Bought To Cover,OPTN,SPY Apr 19 '24 $522 Call,7,-2817.58,4.02,3.58,SPY Apr 19 '24 $522 Call
4/9/2024,Sold Short,OPTN,SPY Apr 19 '24 $525 Call,-7,1823.38,2.61,3.6,SPY Apr 19 '24 $525 Call
4/9/2024,Bought To Cover,OPTN,SPY Apr 19 '24 $520 Call,7,-2677.58,3.82,3.58,SPY Apr 19 '24 $520 Call
4/9/2024,Sold Short,OPTN,SPY Apr 19 '24 $522 Call,-7,2026.38,2.9,3.6,SPY Apr 19 '24 $522 Call
4/9/2024,Bought To Cover,OPTN,SPY Apr 12 '24 $525 Call,7,-409.58,0.58,3.58,SPY Apr 12 '24 $525 Call
4/9/2024,Sold Short,OPTN,SPY Apr 19 '24 $520 Call,-7,2390.38,3.42,3.6,SPY Apr 19 '24 $520 Call
4/5/2024,Sold Short,OPTN,SPY Apr 12 '24 $525 Call,-7,1186.39,1.7,3.59,SPY Apr 12 '24 $525 Call
4/5/2024,Bought To Cover,OPTN,SPY Apr 12 '24 $522 Call,7,-2012.58,2.87,3.58,SPY Apr 12 '24 $522 Call
4/5/2024,Sold Short,OPTN,SPY Apr 12 '24 $522 Call,-5,1087.42,2.18,2.57,SPY Apr 12 '24 $522 Call
4/5/2024,Bought To Cover,OPTN,SPY Apr 12 '24 $519 Call,1,-352.51,3.52,0.51,SPY Apr 12 '24 $519 Call
4/5/2024,Sold Short,OPTN,SPY Apr 12 '24 $522 Call,-1,217.48,2.18,0.52,SPY Apr 12 '24 $522 Call
4/5/2024,Bought To Cover,OPTN,SPY Apr 12 '24 $519 Call,1,-352.51,3.52,0.51,SPY Apr 12 '24 $519 Call
4/5/2024,Bought To Cover,OPTN,SPY Apr 12 '24 $519 Call,5,-1762.56,3.52,2.56,SPY Apr 12 '24 $519 Call
4/5/2024,Sold Short,OPTN,SPY Apr 12 '24 $522 Call,-1,217.48,2.18,0.52,SPY Apr 12 '24 $522 Call
4/4/2024,Transfer, , ,0,-4000,0,0,ACH WITHDRAWL  REFID:104380907906;
4/4/2024,Sold Short,OPTN,SPY Apr 12 '24 $519 Call,-5,1387.41,2.78,2.58,SPY Apr 12 '24 $519 Call
4/4/2024,Sold Short,OPTN,SPY Apr 12 '24 $519 Call,-1,276.48,2.77,0.52,SPY Apr 12 '24 $519 Call
4/4/2024,Bought To Cover,OPTN,SPY Apr 15 '24 $522 Call,5,-997.56,1.99,2.56,SPY Apr 15 '24 $522 Call
4/4/2024,Sold Short,OPTN,SPY Apr 12 '24 $519 Call,-1,277.48,2.78,0.52,SPY Apr 12 '24 $519 Call
4/4/2024,Bought To Cover,OPTN,SPY Apr 15 '24 $522 Call,1,-199.51,1.99,0.51,SPY Apr 15 '24 $522 Call
4/4/2024,Bought To Cover,OPTN,SPY Apr 15 '24 $522 Call,1,-198.51,1.98,0.51,SPY Apr 15 '24 $522 Call
4/4/2024,Bought To Cover,OPTN,SPY Apr 12 '24 $525 Call,7,-1011.58,1.44,3.58,SPY Apr 12 '24 $525 Call
4/4/2024,Sold Short,OPTN,SPY Apr 15 '24 $522 Call,-7,1886.38,2.7,3.6,SPY Apr 15 '24 $522 Call
4/3/2024,Sold Short,OPTN,SPY Apr 12 '24 $525 Call,-6,1460.89,2.44,3.09,SPY Apr 12 '24 $525 Call
4/3/2024,Bought To Cover,OPTN,SPY Apr 12 '24 $523 Call,1,-331.51,3.31,0.51,SPY Apr 12 '24 $523 Call
4/3/2024,Bought To Cover,OPTN,SPY Apr 12 '24 $523 Call,6,-1989.07,3.31,3.07,SPY Apr 12 '24 $523 Call
4/3/2024,Sold Short,OPTN,SPY Apr 12 '24 $525 Call,-1,243.48,2.44,0.52,SPY Apr 12 '24 $525 Call
4/2/2024,Sold Short,OPTN,SPY Apr 12 '24 $523 Call,-7,1634.38,2.34,3.6,SPY Apr 12 '24 $523 Call
4/2/2024,Bought To Cover,OPTN,SPY Apr 05 '24 $526 Call,7,-241.58,0.34,3.58,SPY Apr 05 '24 $526 Call
4/1/2024,Bought To Cover,OPTN,SPY Apr 05 '24 $529 Call,7,-304.58,0.43,3.58,SPY Apr 05 '24 $529 Call
4/1/2024,Sold Short,OPTN,SPY Apr 05 '24 $526 Call,-7,738.39,1.06,3.59,SPY Apr 05 '24 $526 Call
3/28/2024,Transfer, , ,0,-4000,0,0,ACH WITHDRAWL  REFID:103791125906;
3/28/2024,Interest,MMF,CBP,-0.19,0.19,0,0,CASH BALANCE PROGRAM (Period 03/01-03/31)
3/28/2024,Bought To Cover,OPTN,SPY Apr 05 '24 $530 Call,7,-549.58,0.78,3.58,SPY Apr 05 '24 $530 Call
3/28/2024,Sold Short,OPTN,SPY Apr 05 '24 $529 Call,-7,696.39,1,3.59,SPY Apr 05 '24 $529 Call
3/27/2024,Bought To Cover,OPTN,SPY Apr 05 '24 $526 Call,7,-1480.58,2.11,3.58,SPY Apr 05 '24 $526 Call
3/27/2024,Sold Short,OPTN,SPY Apr 05 '24 $530 Call,-7,570.39,0.82,3.59,SPY Apr 05 '24 $530 Call
3/26/2024,Sold Short,OPTN,SPY Apr 05 '24 $526 Call,-7,1053.39,1.51,3.59,SPY Apr 05 '24 $526 Call
3/26/2024,Bought To Cover,OPTN,SPY Mar 28 '24 $525 Call,7,-206.58,0.29,3.58,SPY Mar 28 '24 $525 Call
3/22/2024,Bought To Cover,OPTN,SPY Mar 28 '24 $528 Call,7,-325.58,0.46,3.58,SPY Mar 28 '24 $528 Call
3/22/2024,Sold Short,OPTN,SPY Mar 28 '24 $525 Call,-7,787.39,1.13,3.59,SPY Mar 28 '24 $525 Call
3/21/2024,Bought To Open,OPTN,SPY Mar 21 '25 $475 Call,7,-56360.58,80.51,3.58,SPY Mar 21 '25 $475 Call
3/21/2024,Sold To Close,OPTN,SPY Mar 21 '25 $470 Call,-7,59012.92,84.31,4.06,SPY Mar 21 '25 $470 Call
3/21/2024,Bought To Cover,OPTN,SPY Mar 28 '24 $525 Call,7,-1830.58,2.61,3.58,SPY Mar 28 '24 $525 Call
3/21/2024,Sold Short,OPTN,SPY Mar 28 '24 $528 Call,-7,976.39,1.4,3.59,SPY Mar 28 '24 $528 Call
3/20/2024,Sold Short,OPTN,SPY Mar 28 '24 $525 Call,-1,170.48,1.71,0.52,SPY Mar 28 '24 $525 Call
3/20/2024,Bought To Cover,OPTN,SPY Mar 22 '24 $520 Call,4,-994.05,2.48,2.05,SPY Mar 22 '24 $520 Call
3/20/2024,Bought To Cover,OPTN,SPY Mar 22 '24 $520 Call,2,-497.02,2.48,1.02,SPY Mar 22 '24 $520 Call
3/20/2024,Bought To Cover,OPTN,SPY Mar 22 '24 $520 Call,1,-248.51,2.48,0.51,SPY Mar 22 '24 $520 Call
3/20/2024,Sold Short,OPTN,SPY Mar 28 '24 $525 Call,-2,340.96,1.71,1.03,SPY Mar 28 '24 $525 Call
3/20/2024,Sold Short,OPTN,SPY Mar 28 '24 $525 Call,-4,681.93,1.71,2.06,SPY Mar 28 '24 $525 Call
3/19/2024,Sold Short,OPTN,SPY Mar 22 '24 $520 Call,-7,787.39,1.13,3.59,SPY Mar 22 '24 $520 Call
3/19/2024,Bought To Cover,OPTN,SPY Mar 22 '24 $518 Call,7,-1270.58,1.81,3.58,SPY Mar 22 '24 $518 Call
3/18/2024,Sold Short,OPTN,SPY Mar 22 '24 $518 Call,-7,1270.38,1.82,3.6,SPY Mar 22 '24 $518 Call
3/18/2024,Bought To Cover,OPTN,SPY Mar 22 '24 $515 Call,7,-2194.58,3.13,3.58,SPY Mar 22 '24 $515 Call
3/15/2024,Bought To Cover,OPTN,SPY Mar 22 '24 $523 Call,7,-409.58,0.58,3.58,SPY Mar 22 '24 $523 Call
3/15/2024,Sold Short,OPTN,SPY Mar 22 '24 $515 Call,-7,1592.38,2.28,3.6,SPY Mar 22 '24 $515 Call
3/15/2024,Sold Short,OPTN,SPY Mar 22 '24 $523 Call,-7,304.39,0.44,3.59,SPY Mar 22 '24 $523 Call
3/15/2024,Bought To Cover,OPTN,SPY Mar 22 '24 $520 Call,7,-626.58,0.89,3.58,SPY Mar 22 '24 $520 Call
3/12/2024,Bought To Cover,OPTN,SPY Mar 22 '24 $515 Call,7,-3188.58,4.55,3.58,SPY Mar 22 '24 $515 Call
3/12/2024,Sold Short,OPTN,SPY Mar 22 '24 $520 Call,-7,1606.38,2.3,3.6,SPY Mar 22 '24 $520 Call
3/11/2024,Bought To Cover,OPTN,SPY Mar 18 '24 $517 Call,7,-787.58,1.12,3.58,SPY Mar 18 '24 $517 Call
3/11/2024,Sold Short,OPTN,SPY Mar 22 '24 $515 Call,-7,1907.38,2.73,3.6,SPY Mar 22 '24 $515 Call
3/8/2024,Bought To Cover,OPTN,SPY Mar 18 '24 $525 Call,7,-332.58,0.47,3.58,SPY Mar 18 '24 $525 Call
3/8/2024,Sold Short,OPTN,SPY Mar 18 '24 $517 Call,-7,1515.38,2.17,3.6,SPY Mar 18 '24 $517 Call
3/8/2024,Sold Short,OPTN,SPY Mar 18 '24 $525 Call,-7,871.39,1.25,3.59,SPY Mar 18 '24 $525 Call
3/8/2024,Bought To Cover,OPTN,SPY Mar 18 '24 $520 Call,7,-2040.58,2.91,3.58,SPY Mar 18 '24 $520 Call
3/7/2024,Sold To Close,OPTN,SPY Jan 17 '25 $465 Call,-7,52327.98,74.76,4,SPY Jan 17 '25 $465 Call
3/7/2024,Bought To Open,OPTN,SPY Mar 21 '25 $470 Call,7,-53266.58,76.09,3.58,SPY Mar 21 '25 $470 Call
3/7/2024,Bought To Cover,OPTN,SPY Mar 15 '24 $517 Call,7,-1977.58,2.82,3.58,SPY Mar 15 '24 $517 Call
3/7/2024,Sold Short,OPTN,SPY Mar 18 '24 $520 Call,-7,1284.38,1.84,3.6,SPY Mar 18 '24 $520 Call
3/6/2024,Sold Short,OPTN,SPY Mar 15 '24 $517 Call,-7,1074.39,1.54,3.59,SPY Mar 15 '24 $517 Call
3/6/2024,Bought To Cover,OPTN,SPY Mar 15 '24 $515 Call,7,-1536.58,2.19,3.58,SPY Mar 15 '24 $515 Call
3/5/2024,Bought To Cover,OPTN,SPY Mar 15 '24 $513 Call,7,-1186.58,1.69,3.58,SPY Mar 15 '24 $513 Call
3/5/2024,Sold Short,OPTN,SPY Mar 15 '24 $515 Call,-7,829.39,1.19,3.59,SPY Mar 15 '24 $515 Call
3/5/2024,Bought To Cover,OPTN,SPY Mar 15 '24 $520 Call,7,-437.58,0.62,3.58,SPY Mar 15 '24 $520 Call
3/5/2024,Sold Short,OPTN,SPY Mar 15 '24 $513 Call,-7,1592.38,2.28,3.6,SPY Mar 15 '24 $513 Call
3/4/2024,Sold Short,OPTN,SPY Mar 15 '24 $520 Call,-7,1263.38,1.81,3.6,SPY Mar 15 '24 $520 Call
3/4/2024,Bought To Cover,OPTN,SPY Mar 08 '24 $516 Call,7,-1340.58,1.91,3.58,SPY Mar 08 '24 $516 Call
3/1/2024,Sold Short,OPTN,SPY Mar 08 '24 $516 Call,-7,1200.39,1.72,3.59,SPY Mar 08 '24 $516 Call
3/1/2024,Bought To Cover,OPTN,SPY Mar 08 '24 $512 Call,7,-2565.58,3.66,3.58,SPY Mar 08 '24 $512 Call
2/29/2024,Interest,MMF,CBP,-0.17,0.17,0,0,CASH BALANCE PROGRAM (Period 02/01-02/29)
2/29/2024,Bought To Cover,OPTN,SPY Mar 08 '24 $510 Call,7,-1977.58,2.82,3.58,SPY Mar 08 '24 $510 Call
2/29/2024,Sold Short,OPTN,SPY Mar 08 '24 $512 Call,-7,1368.38,1.96,3.6,SPY Mar 08 '24 $512 Call
2/27/2024,Sold Short,OPTN,SPY Mar 08 '24 $510 Call,-7,1627.38,2.33,3.6,SPY Mar 08 '24 $510 Call
2/27/2024,Bought To Cover,OPTN,SPY Mar 01 '24 $512 Call,7,-290.58,0.41,3.58,SPY Mar 01 '24 $512 Call
2/23/2024,Sold Short,OPTN,SPY Mar 01 '24 $512 Call,-7,1214.39,1.74,3.59,SPY Mar 01 '24 $512 Call
2/23/2024,Bought To Cover,OPTN,SPY Mar 01 '24 $515 Call,7,-633.58,0.9,3.58,SPY Mar 01 '24 $515 Call
2/23/2024,Bought To Open,OPTN,SPY Jan 17 '25 $465 Call,7,-50193.58,71.7,3.58,SPY Jan 17 '25 $465 Call
2/23/2024,Sold To Close,OPTN,SPY Jan 17 '25 $460 Call,-7,52992.97,75.71,4.01,SPY Jan 17 '25 $460 Call
2/23/2024,Sold Short,OPTN,SPY Mar 01 '24 $515 Call,-7,997.39,1.43,3.59,SPY Mar 01 '24 $515 Call
2/23/2024,Bought To Cover,OPTN,SPY Mar 01 '24 $511 Call,7,-2110.58,3.01,3.58,SPY Mar 01 '24 $511 Call
2/22/2024,Sold Short,OPTN,SPY Mar 01 '24 $511 Call,-7,1564.38,2.24,3.6,SPY Mar 01 '24 $511 Call
2/22/2024,Bought To Cover,OPTN,SPY Mar 01 '24 $509 Call,7,-2180.58,3.11,3.58,SPY Mar 01 '24 $509 Call
2/22/2024,Bought To Open,OPTN,SPY Jan 17 '25 $460 Call,1,-7172.51,71.72,0.51,SPY Jan 17 '25 $460 Call
2/22/2024,Bought To Open,OPTN,SPY Jan 17 '25 $460 Call,1,-7165.51,71.65,0.51,SPY Jan 17 '25 $460 Call
2/22/2024,Bought To Open,OPTN,SPY Jan 17 '25 $460 Call,2,-14347.02,71.73,1.02,SPY Jan 17 '25 $460 Call
2/22/2024,Sold To Close,OPTN,SPY Jan 17 '25 $455 Call,-2,15148.84,75.75,1.15,SPY Jan 17 '25 $455 Call
2/22/2024,Bought To Open,OPTN,SPY Jan 17 '25 $460 Call,2,-14353.02,71.76,1.02,SPY Jan 17 '25 $460 Call
2/22/2024,Sold To Close,OPTN,SPY Jan 17 '25 $455 Call,-2,15154.84,75.78,1.15,SPY Jan 17 '25 $455 Call
2/22/2024,Bought To Cover,OPTN,SPY Feb 26 '24 $500 Call,3,-1873.53,6.24,1.53,SPY Feb 26 '24 $500 Call
2/22/2024,Sold To Close,OPTN,SPY Jan 17 '25 $455 Call,-1,7574.42,75.75,0.58,SPY Jan 17 '25 $455 Call
2/22/2024,Sold To Close,OPTN,SPY Jan 17 '25 $455 Call,-1,7571.42,75.72,0.58,SPY Jan 17 '25 $455 Call
2/22/2024,Sold To Close,OPTN,SPY Jan 17 '25 $455 Call,-1,7564.42,75.65,0.58,SPY Jan 17 '25 $455 Call
2/22/2024,Bought To Open,OPTN,SPY Jan 17 '25 $460 Call,1,-7175.51,71.75,0.51,SPY Jan 17 '25 $460 Call
2/22/2024,Sold Short,OPTN,SPY Mar 01 '24 $509 Call,-4,861.93,2.16,2.06,SPY Mar 01 '24 $509 Call
2/22/2024,Bought To Cover,OPTN,SPY Feb 26 '24 $500 Call,4,-2494.05,6.23,2.05,SPY Feb 26 '24 $500 Call
2/22/2024,Sold Short,OPTN,SPY Mar 01 '24 $509 Call,-3,649.45,2.17,1.54,SPY Mar 01 '24 $509 Call
2/21/2024,Bought To Cover,OPTN,SPY Feb 26 '24 $499 Call,7,-1494.58,2.13,3.58,SPY Feb 26 '24 $499 Call
2/21/2024,Sold Short,OPTN,SPY Feb 26 '24 $500 Call,-7,1200.39,1.72,3.59,SPY Feb 26 '24 $500 Call
2/20/2024,Bought To Cover,OPTN,SPY Feb 23 '24 $501 Call,7,-829.58,1.18,3.58,SPY Feb 23 '24 $501 Call
2/20/2024,Sold Short,OPTN,SPY Feb 26 '24 $499 Call,-7,1522.38,2.18,3.6,SPY Feb 26 '24 $499 Call
2/16/2024,Bought To Cover,OPTN,SPY Feb 23 '24 $503 Call,7,-1172.58,1.67,3.58,SPY Feb 23 '24 $503 Call
2/16/2024,Sold Short,OPTN,SPY Feb 23 '24 $501 Call,-7,1753.38,2.51,3.6,SPY Feb 23 '24 $501 Call
2/16/2024,Bought To Cover,OPTN,SPY Feb 23 '24 $505 Call,7,-1172.58,1.67,3.58,SPY Feb 23 '24 $505 Call
2/16/2024,Sold Short,OPTN,SPY Feb 23 '24 $503 Call,-7,1760.38,2.52,3.6,SPY Feb 23 '24 $503 Call
2/15/2024,Bought To Cover,OPTN,SPY Feb 23 '24 $503 Call,7,-2033.58,2.9,3.58,SPY Feb 23 '24 $503 Call
2/15/2024,Sold Short,OPTN,SPY Feb 23 '24 $505 Call,-7,1410.38,2.02,3.6,SPY Feb 23 '24 $505 Call
2/15/2024,Bought To Cover,OPTN,SPY Feb 20 '24 $500 Call,7,-1501.58,2.14,3.58,SPY Feb 20 '24 $500 Call
2/15/2024,Sold Short,OPTN,SPY Feb 23 '24 $503 Call,-7,1431.38,2.05,3.6,SPY Feb 23 '24 $503 Call
2/14/2024,Sold Short,OPTN,SPY Feb 20 '24 $500 Call,-7,1389.38,1.99,3.6,SPY Feb 20 '24 $500 Call
2/14/2024,Bought To Cover,OPTN,SPY Feb 16 '24 $497 Call,7,-2278.58,3.25,3.58,SPY Feb 16 '24 $497 Call
2/13/2024,Sold Short,OPTN,SPY Feb 16 '24 $497 Call,-1,97.48,0.98,0.52,SPY Feb 16 '24 $497 Call
2/13/2024,Sold Short,OPTN,SPY Feb 16 '24 $497 Call,-1,97.48,0.98,0.52,SPY Feb 16 '24 $497 Call
2/13/2024,Sold Short,OPTN,SPY Feb 16 '24 $497 Call,-5,487.42,0.98,2.57,SPY Feb 16 '24 $497 Call
2/9/2024,Bought To Cover,OPTN,SPY Feb 16 '24 $507 Call,7,-710.58,1.01,3.58,SPY Feb 16 '24 $507 Call
2/9/2024,Sold Short,OPTN,SPY Feb 16 '24 $507 Call,-1,67.48,0.68,0.52,SPY Feb 16 '24 $507 Call
2/9/2024,Bought To Open,OPTN,SPY Jan 17 '25 $455 Call,1,-7100.51,71,0.51,SPY Jan 17 '25 $455 Call
2/9/2024,Sold Short,OPTN,SPY Feb 16 '24 $507 Call,-6,404.9,0.68,3.08,SPY Feb 16 '24 $507 Call
2/9/2024,Bought To Cover,OPTN,SPY Feb 09 '24 $502 Call,6,-93.07,0.15,3.07,SPY Feb 09 '24 $502 Call
2/7/2024,Bought To Open,OPTN,SPY Jan 17 '25 $455 Call,6,-41697.07,69.49,3.07,SPY Jan 17 '25 $455 Call
2/7/2024,Sold To Close,OPTN,SPY Jan 17 '25 $450 Call,-6,43880.55,73.14,3.43,SPY Jan 17 '25 $450 Call
2/7/2024,Bought To Cover,OPTN,SPY Feb 09 '24 $497 Call,6,-1491.07,2.48,3.07,SPY Feb 09 '24 $497 Call
2/7/2024,Sold Short,OPTN,SPY Feb 09 '24 $502 Call,-6,314.9,0.53,3.08,SPY Feb 09 '24 $502 Call
2/6/2024,Sold Short,OPTN,SPY Feb 09 '24 $497 Call,-6,428.9,0.72,3.08,SPY Feb 09 '24 $497 Call
2/6/2024,Sold To Close,OPTN,SPY Jan 17 '25 $435 Call,-6,49112.51,81.86,3.47,SPY Jan 17 '25 $435 Call
2/6/2024,Bought To Open,OPTN,SPY Jan 17 '25 $450 Call,6,-41835.07,69.72,3.07,SPY Jan 17 '25 $450 Call
2/5/2024,Transfer, , ,0,32000,0,0,ACH DEPOSIT  REFID:99456205906;
2/5/2024,Bought To Open,OPTN,SPY Jan 17 '25 $435 Call,1,-8226.51,82.26,0.51,SPY Jan 17 '25 $435 Call
2/5/2024,Bought To Open,OPTN,SPY Jan 17 '25 $435 Call,1,-8226.51,82.26,0.51,SPY Jan 17 '25 $435 Call
2/5/2024,Bought To Open,OPTN,SPY Jan 17 '25 $435 Call,1,-8226.51,82.26,0.51,SPY Jan 17 '25 $435 Call
2/1/2024,Bought To Cover,OPTN,SPY Feb 05 '24 $486 Call,3,-1045.53,3.48,1.53,SPY Feb 05 '24 $486 Call
1/31/2024,Interest,MMF,CBP,-0.11,0.11,0,0,CASH BALANCE PROGRAM (Period 01/01-01/31)
1/31/2024,Sold Short,OPTN,SPY Feb 05 '24 $486 Call,-3,538.45,1.8,1.54,SPY Feb 05 '24 $486 Call
1/31/2024,Bought To Cover,OPTN,SPY Feb 05 '24 $490 Call,3,-199.53,0.66,1.53,SPY Feb 05 '24 $490 Call
1/31/2024,Sold Short,OPTN,SPY Feb 05 '24 $490 Call,-3,310.45,1.04,1.54,SPY Feb 05 '24 $490 Call
1/24/2024,Bought To Cover,OPTN,SPY Jan 25 '24 $485 Call,3,-1249.53,4.16,1.53,SPY Jan 25 '24 $485 Call
1/22/2024,Sold To Close,OPTN,SPY Dec 20 '24 $425 Call,-3,24565.26,81.89,1.73,SPY Dec 20 '24 $425 Call
1/22/2024,Bought To Open,OPTN,SPY Jan 17 '25 $435 Call,3,-22417.53,74.72,1.53,SPY Jan 17 '25 $435 Call
1/19/2024,Bought To Cover,OPTN,SPY Jan 25 '24 $478 Call,3,-1627.53,5.42,1.53,SPY Jan 25 '24 $478 Call
1/19/2024,Sold Short,OPTN,SPY Jan 25 '24 $485 Call,-3,376.45,1.26,1.54,SPY Jan 25 '24 $485 Call
1/18/2024,Bought To Cover,OPTN,SPY Jan 24 '24 $475 Call,3,-934.53,3.11,1.53,SPY Jan 24 '24 $475 Call
1/18/2024,Sold Short,OPTN,SPY Jan 25 '24 $478 Call,-3,583.45,1.95,1.54,SPY Jan 25 '24 $478 Call
1/17/2024,Bought To Cover,OPTN,SPY Jan 19 '24 $478 Call,3,-88.53,0.29,1.53,SPY Jan 19 '24 $478 Call
1/17/2024,Sold Short,OPTN,SPY Jan 24 '24 $475 Call,-3,535.45,1.79,1.54,SPY Jan 24 '24 $475 Call
1/16/2024,Sold Short,OPTN,SPY Jan 19 '24 $478 Call,-3,340.45,1.14,1.54,SPY Jan 19 '24 $478 Call
1/11/2024,Bought To Cover,OPTN,SPY Jan 22 '24 $476 Call,3,-1006.53,3.35,1.53,SPY Jan 22 '24 $476 Call
1/8/2024,Sold Short,OPTN,SPY Jan 22 '24 $476 Call,-3,877.45,2.93,1.54,SPY Jan 22 '24 $476 Call
1/8/2024,Bought To Cover,OPTN,SPY Jan 16 '24 $471 Call,3,-1417.53,4.72,1.53,SPY Jan 16 '24 $471 Call
1/5/2024,Sold Short,OPTN,SPY Jan 16 '24 $471 Call,-3,616.45,2.06,1.54,SPY Jan 16 '24 $471 Call
1/5/2024,Bought To Cover,OPTN,SPY Jan 09 '24 $472 Call,3,-103.53,0.34,1.53,SPY Jan 09 '24 $472 Call
